CASENUM,VEH_NO,REGION,STRATUM,PJ,PSU,PSUSTRAT,PVE_FORMS,PNUMOCCS,PMONTH,PHOUR,PMINUTE,PHARM_EV,PMAN_COLL,PTYPE,PHIT_RUN,PMAKE,PMODEL,PMAK_MOD,PBODYTYP,PMODYEAR,PVIN,PTRAILER,PMCARR_I1,PMCARR_I2,PMCARR_ID,PGVWR,PV_CONFIG,PCARGTYP,PHAZ_INV,PHAZPLAC,PHAZ_ID,PHAZ_CNO,PHAZ_REL,PBUS_USE,PSP_USE,PEM_USE,PIMPACT1,PVEH_SEV,PTOWED,PM_HARM,PVEH_SC1,PVEH_SC2,PFIRE,WEIGHT
201528938827,3,4,1,5,80,11,1,0,4,2,4,19,0,3,0,42,44,42044,9,2005,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,13,2,5,12,0,0,0,12.530497
201528938827,4,4,1,5,80,11,1,0,4,2,4,19,0,3,0,34,36,34036,4,1988,WBAEE141XJ25,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,13,2,5,12,0,0,0,12.530497
201528938827,5,4,1,5,80,11,1,0,4,2,4,19,0,3,0,34,999,34999,49,1980,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,13,2,5,12,0,0,0,12.530497
201528938910,2,4,6,1,80,11,1,0,4,15,50,14,0,2,0,49,40,49040,9,1992,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,4,5,12,0,0,0,98.439
201528938910,3,4,6,1,80,11,1,0,4,15,50,14,0,2,0,20,499,20499,29,1992,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,98.439
201528939020,2,4,4,1,80,11,1,0,5,19,20,14,0,2,0,12,481,12481,31,2005,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,2,5,12,0,0,0,223.1284
201528939724,2,4,4,11,80,11,1,0,5,3,0,14,0,2,0,49,40,49040,4,1999,4T1BG22K6XU4,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,6,8,12,0,0,0,222.118808
201528939735,2,4,4,11,80,11,1,0,6,18,15,14,0,2,0,37,32,37032,4,2009,5KBCP36879B5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,83,2,5,12,0,0,0,222.118808
201528939980,2,4,4,1,80,11,1,0,7,10,3,14,0,2,0,58,37,58037,2,2011,JN1CV6EK9BM2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,62,8,5,12,0,0,0,223.1284
201528940045,2,4,4,3,80,11,1,0,7,23,59,14,0,2,0,12,481,12481,31,2012,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,10,2,5,12,0,0,0,223.1284
201528940242,2,4,5,1,80,11,2,3,7,21,25,14,0,2,0,7,482,7482,31,2007,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,59.0634
201528940436,2,4,5,1,80,11,1,0,7,11,9,14,0,2,0,49,43,49043,4,2000,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,4,5,12,0,0,0,59.0634
201528940436,3,4,5,1,80,11,1,0,7,11,9,14,0,2,0,59,401,59401,14,1999,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,59.0634
201528940436,4,4,5,1,80,11,1,0,7,11,9,14,0,2,0,23,481,23481,31,1984,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,4,5,12,0,0,0,59.0634
201528940582,2,4,4,4,80,11,1,0,6,12,0,14,0,2,0,12,481,12481,31,1994,999999999999,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,223.1284
201528940619,2,4,4,8,80,11,1,0,7,5,50,14,0,2,0,89,999,89999,99,2013,999999999999,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,218.07992
201528940619,3,4,4,8,80,11,1,0,7,5,50,14,0,2,0,37,402,37402,14,2001,999999999999,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,218.07992
201528940657,2,4,6,8,80,11,1,0,8,9,30,14,0,2,0,12,481,12481,31,1998,999999999999,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,6,2,12,0,0,0,95.409965
201528940936,2,4,4,11,80,11,1,0,7,0,14,33,0,2,0,35,49,35049,6,2005,JN8AZ08T95W3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,222.118808
201528941800,2,4,4,5,80,11,1,0,9,14,43,14,0,2,0,98,498,98498,31,2009,999999999999,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,8,0,5,12,0,0,0,225.548946
201528941813,2,4,6,8,80,11,1,0,9,16,35,14,0,2,0,49,32,49032,9,2005,999999999999,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,62,2,5,12,0,0,0,95.409965
201528941964,2,4,6,1,80,11,1,0,10,3,50,14,0,2,0,12,422,12422,15,2003,999999999999,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,4,5,12,0,0,0,98.439
201528942118,2,4,6,2,80,11,1,0,10,23,34,14,0,2,0,37,31,37031,4,1995,JHMEH9598SS0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,4,5,12,0,0,0,98.439
201528942118,3,4,6,2,80,11,1,0,10,23,34,14,0,2,0,49,401,49401,14,1990,JT4RN81A1L00,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,2,5,14,0,0,0,98.439
201528942360,2,4,6,3,80,11,1,0,11,16,11,14,0,2,0,49,46,49046,5,2007,JTDKB20U7732,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,5,14,0,0,0,98.439
201528942360,3,4,6,3,80,11,1,0,11,16,11,14,0,2,0,12,471,12471,30,1999,1FTYR14C8XPA,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,14,0,0,0,98.439
201528942916,2,4,6,11,80,11,1,0,11,7,50,14,0,2,0,12,401,12401,14,1997,1FMDU35P1VZB,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,3,12,0,0,0,111.059404
201528942928,2,4,5,11,80,11,1,0,10,14,0,14,0,2,0,2,403,2403,14,2004,1J4FA49S34P7,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,4,5,12,0,0,0,55.529702
201528943144,2,4,5,1,80,11,1,2,12,3,30,14,0,2,0,35,47,35047,9,1999,999999999999,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,59.0634
201528943296,2,4,4,3,80,11,1,0,12,3,23,14,0,2,0,49,32,49032,4,2002,2T1BR12E62C5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,5,12,0,0,0,223.1284
201528943296,3,4,4,3,80,11,1,0,12,3,23,14,0,2,0,20,39,20039,4,2006,KL1TD56686B6,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,14,0,0,0,223.1284
201528943491,2,4,6,8,80,11,1,0,11,21,38,14,0,2,0,7,43,7043,4,2005,1B3EL46X05N7,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,95.409965
201528943491,3,4,6,8,80,11,1,0,11,21,38,14,0,2,0,35,47,35047,4,2000,1N4DL01A2YC2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,95.409965
201528943532,2,4,4,17,80,11,1,0,9,20,30,14,0,2,0,49,40,49040,9,2007,999999999999,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,2,5,12,0,0,0,246.0975
201529073397,2,2,4,1,92,5,1,0,1,12,20,14,0,2,0,7,403,7403,14,2011,1D4PT2GK9BW5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,8,5,12,0,0,0,221.661
201529073630,2,2,4,1,92,5,1,0,1,99,99,14,0,2,0,12,37,12037,4,2011,1FAHP3HNXBW1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,8,5,12,0,0,0,221.661
201529075131,2,2,6,2,92,5,1,0,3,19,22,14,0,2,0,20,403,20403,14,2003,1GNDT13SX322,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,5,12,0,0,0,100.755
201529076150,2,2,5,41,92,5,1,0,3,18,17,33,0,3,0,20,422,20422,15,2013,1GNSKJE75DR3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,5,12,0,0,0,46.496417
201529076226,2,2,4,16,92,5,1,0,3,16,0,14,0,2,0,55,33,55033,4,2004,KMHWF35H24A0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,5,12,0,0,0,229.484832
201529076773,2,2,4,16,92,5,1,0,4,5,18,14,0,2,0,34,34,34034,4,2013,WBA3B3C53DJ8,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,5,12,0,0,0,229.484832
201529076773,3,2,4,16,92,5,1,0,4,5,18,14,0,2,0,69,54,69054,3,2009,WMWMF33519TU,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,5,14,0,0,0,229.484832
201529076924,2,2,4,1,92,5,1,0,4,22,4,14,0,2,0,35,47,35047,4,2009,1N4AL21EX9N4,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,5,12,0,0,0,221.661
201529077105,2,2,6,3,92,5,1,0,4,8,4,14,0,2,0,20,2,20002,4,2005,2G1WF52E5592,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,100.755
201529077312,2,2,6,1,92,5,1,0,4,23,33,14,0,2,0,7,24,7024,4,2009,2B3KA33V99H6,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,11,8,5,12,0,0,0,100.755
201529077312,3,2,6,1,92,5,1,0,4,23,33,14,0,2,0,22,22,22022,4,2008,1G2ZH57N8841,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,8,5,12,0,0,0,100.755
201529077522,2,2,4,41,92,5,1,0,4,99,99,14,0,2,0,37,32,37032,4,2007,1HGCM56717A1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,62,8,5,12,0,0,0,232.482085
201529077688,2,2,4,2,92,5,1,0,4,99,99,14,0,2,0,30,47,30047,1,2005,3VWCM31Y75M3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,6,2,12,0,0,0,221.661
201529078121,2,2,4,16,92,5,1,0,5,14,20,14,0,2,0,6,441,6441,20,2005,2C8GP64L05R2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,8,5,12,0,0,0,229.484832
201529078374,2,2,6,2,92,5,1,0,5,21,4,14,0,2,0,20,37,20037,4,2011,1G1ZE5E7XBF3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,100.755
201529078374,3,2,6,2,92,5,1,1,5,21,4,14,0,2,0,37,32,37032,2,1996,1HGCD7162TA0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,14,0,0,0,100.755
201529078519,2,2,4,1,92,5,1,0,5,99,99,14,0,2,0,52,34,52034,4,2004,4A3AB36F04E1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,11,8,5,12,0,0,0,221.661
201529079476,2,2,4,38,92,5,1,0,5,21,40,14,0,2,0,22,18,22018,9,2001,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,8,5,12,0,0,0,234.57947
201529079518,2,2,4,16,92,5,1,0,6,12,38,14,0,2,0,7,482,7482,31,2010,1D7RB1CT5AS1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,10,8,5,12,0,0,0,229.484832
201529080951,2,2,1,3,92,5,1,0,5,0,59,14,0,2,0,37,32,37032,4,2013,1HGCR2F88DA0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,6,2,12,0,0,0,3.3585
201529080951,3,2,1,3,92,5,1,0,5,0,59,14,0,2,0,20,37,20037,4,2002,1G1ND52J32M5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,8,5,14,0,0,0,3.3585
201529080979,2,2,4,11,92,5,1,0,6,8,50,14,0,2,0,63,38,63038,4,2010,KNAFU4A23A58,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,62,8,5,12,0,0,0,216.319383
201529080979,3,2,4,11,92,5,1,0,6,8,50,14,0,2,0,23,481,23481,31,2006,2GTEK63N0612,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,8,5,12,0,0,0,216.319383
201529083043,2,2,2,1,92,5,1,0,8,12,40,18,0,3,0,7,482,7482,31,2009,1D3HV13T29S7,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,62,6,2,18,0,0,0,50.3775
201529083043,3,2,2,1,92,5,1,0,8,12,40,18,0,3,0,12,481,12481,31,1997,1FTDF1722VKA,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,62,6,2,18,0,0,0,50.3775
201529083043,4,2,2,1,92,5,1,0,8,12,40,18,0,3,0,12,481,12481,31,2007,1FTPX12V07KP,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,62,6,2,18,0,0,0,50.3775
201529083043,5,2,2,1,92,5,1,0,8,12,40,18,0,3,0,12,481,12481,31,1989,1FTEF15Y4KNB,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,62,6,2,18,0,0,0,50.3775
201529083043,6,2,2,1,92,5,1,0,8,12,40,18,0,3,0,7,20,7020,4,2005,1B3ES56C95D1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,61,6,2,18,0,0,0,50.3775
201529083371,2,2,5,1,92,5,1,0,8,12,15,14,0,2,0,12,3,12003,2,2000,1FAFP444XYF2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,8,5,12,0,0,0,60.453
201529085377,2,2,4,16,92,5,1,0,10,23,30,14,0,2,0,2,405,2405,14,2006,1J4GL58K86W2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,61,8,5,12,0,0,0,229.484832
201529085378,2,2,6,16,92,5,1,0,10,15,10,14,0,2,0,49,46,49046,5,2013,JTDKN3DU4D16,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,6,2,12,0,0,0,95.61868
201529085549,2,2,4,41,92,5,1,0,10,11,12,14,0,2,0,63,38,63038,4,2011,KNAFU4A20B58,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,8,5,12,0,0,0,232.482085
201529085592,2,2,4,2,92,5,1,0,10,99,99,14,0,2,0,35,43,35043,4,2009,3N1AB61E09L6,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,8,5,12,0,0,0,221.661
201529085897,1,2,4,38,92,5,1,0,9,20,10,14,0,2,0,20,2,20002,4,2002,999999999999,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,9,5,12,0,0,0,234.57947
201529086081,2,2,4,15,92,5,1,0,9,99,99,14,0,2,0,49,33,49033,9,1994,JT2ST07N8R00,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,8,5,12,0,0,0,224.801598
201529086470,2,2,4,16,92,5,1,0,11,17,20,14,0,2,0,37,402,37402,14,1999,JHLRD1862XC0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,8,5,12,0,0,0,229.484832
201529087472,2,2,4,2,92,5,1,0,11,15,54,14,0,2,0,12,461,12461,21,2002,1FTSE34L42H8,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,5,12,0,0,0,221.661
201529087620,2,2,5,1,92,5,1,0,11,6,20,14,0,2,0,7,482,7482,31,2006,1D7HU18286J1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,6,2,12,0,0,0,60.453
201529087620,3,2,5,1,92,5,1,0,11,6,20,14,0,2,0,30,36,30036,3,2008,WVWAB71K58W3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,6,2,12,0,0,0,60.453
201529087620,4,2,5,1,92,5,1,0,11,6,20,14,0,3,0,59,403,59403,14,2004,JTJHA31U1400,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,5,12,0,0,0,60.453
201529087993,2,2,4,1,92,5,1,0,11,12,50,14,0,2,0,37,32,37032,4,2003,1HGCM66573A0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,8,5,14,0,0,0,221.661
201529087993,3,2,4,1,92,5,1,0,11,12,50,14,0,2,0,35,47,35047,4,2010,1N4AL2AP1AC1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,8,5,14,0,0,0,221.661
201529088460,2,2,3,1,92,5,1,0,11,0,15,14,0,2,0,30,40,30040,4,2003,3VWPE69M73M1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,8,5,12,0,0,0,13.434
201529089250,2,2,1,2,92,5,1,0,12,5,38,14,0,2,0,35,51,35051,6,2012,JN8AS5MT5CW2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,11,8,5,14,0,0,0,3.3585
201529089250,3,2,1,2,92,5,1,0,12,5,38,14,0,2,0,7,482,7482,31,1998,1B7KC23ZXWJ2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,8,5,12,0,0,0,3.3585
201529089427,2,2,1,23,92,5,1,0,12,14,54,14,0,2,0,12,23,12023,4,2006,3FAFP07Z86R1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,5,12,0,0,0,18.47175
201529107252,2,2,6,8,93,6,1,0,1,18,45,14,0,2,0,13,2,13002,2,1995,1LNLM91V9SY6,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,6,2,12,0,0,0,94.5634
201529107266,2,2,4,12,93,6,1,0,1,15,0,14,0,2,0,12,422,12422,15,2012,1FMJU2A56CEF,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,11,2,5,12,0,0,0,463.463734
201529107400,2,2,4,8,93,6,1,2,2,15,44,14,0,2,0,7,43,7043,4,1999,1B3EJ46X9XN6,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,2,5,12,0,0,0,189.1268
201529107442,1,2,4,9,93,6,1,0,3,99,99,14,0,2,0,49,43,49043,4,2009,4T1BK36B89U3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,2,5,12,0,0,0,189.1268
201529107444,1,2,4,9,93,6,1,0,3,13,54,14,0,2,0,49,442,49442,20,2011,5TDDK3DC0BS0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,62,2,5,12,0,0,0,189.1268
201529107478,1,2,6,3,93,6,1,0,4,17,45,14,0,2,0,6,441,6441,20,2003,2C8GP54L13R1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,94.5634
201529107484,2,2,6,5,93,6,1,1,4,7,40,45,0,4,0,98,998,98998,93,9999,888888888888,0,77,777777777,77777777777,3,19,96,1,0,0,0,0,0,0,0,3,0,5,12,0,0,0,94.5634
201529107499,1,2,4,8,93,6,1,0,4,15,7,14,0,2,0,22,22,22022,4,2007,1G2ZG58B7741,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,2,5,12,0,0,0,189.1268
201529107510,2,2,4,9,93,6,1,0,4,12,1,14,0,2,0,2,404,2404,14,2013,1C4RJFAG6DC5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,2,5,12,0,0,0,189.1268
201529107589,2,2,4,3,93,6,1,0,4,20,15,14,0,2,0,20,2,20002,4,2002,2G1WF52E2218,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,189.1268
201529107600,2,2,4,2,93,6,1,0,5,12,45,14,0,2,0,12,881,12881,61,1999,1FDXW46F7XED,1,77,777777777,77777777777,2,4,98,1,0,0,0,0,0,0,0,82,2,5,12,0,0,0,189.1268
201529107600,3,2,4,2,93,6,1,0,5,12,45,14,0,2,0,20,471,20471,30,2001,1GCDT13W91K2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,62,2,5,12,0,0,0,189.1268
201529107605,2,2,4,3,93,6,1,0,5,16,55,14,0,2,0,12,481,12481,31,2013,1FTFW1EF4DKF,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,2,5,12,0,0,0,189.1268
201529107667,2,2,3,3,93,6,1,0,6,1,10,14,0,2,0,20,404,20404,14,2007,2CNDL63F4760,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,94.5634
201529107692,2,2,6,12,93,6,1,0,6,23,44,14,0,2,0,20,404,20404,14,2009,2CNDL33FX962,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,6,2,12,0,0,0,463.463734
201529107750,2,2,4,9,93,6,1,0,7,14,29,14,0,2,0,7,472,7472,30,2002,1B7FL16X12S6,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,2,5,12,0,0,0,189.1268
201529107767,2,2,4,8,93,6,1,0,7,20,15,14,0,2,0,6,441,6441,20,2005,2C4GP54L85R2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,2,5,12,0,0,0,189.1268
201529107804,1,2,4,9,93,6,1,0,8,22,23,14,0,2,0,20,850,20850,65,1998,1GBLP37J9W33,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,62,2,5,12,0,0,0,189.1268
201529107909,2,2,6,2,93,6,1,1,9,19,40,45,0,4,0,98,884,98884,78,9999,031066067,0,77,777777777,77777777777,3,19,98,1,0,0,0,0,0,0,0,6,0,5,12,0,0,0,94.5634
201529107925,2,2,4,6,93,6,1,0,9,10,48,14,0,2,0,30,40,30040,4,2013,3VWDX7AJ8DM3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,8,5,12,0,0,0,189.1268
201529108009,2,2,4,8,93,6,1,0,10,7,0,14,0,2,0,7,20,7020,4,2004,1B3ES56C24D6,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,2,5,12,0,0,0,189.1268
201529108070,1,2,4,6,93,6,1,0,10,8,0,14,0,2,0,23,401,23401,14,2001,1GTDT19W4181,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,62,6,2,12,0,0,0,189.1268
201529108178,2,2,6,8,93,6,1,0,11,20,25,14,0,2,0,7,482,7482,40,2003,1D7HU16D13J6,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,2,3,12,0,0,0,94.5634
201529108181,2,2,6,8,93,6,1,1,12,3,55,45,0,4,0,98,809,98809,64,1999,2FZHRJAA5XAB,0,77,777777777,77777777777,3,1,97,1,0,0,0,0,0,0,0,83,2,5,12,0,0,0,94.5634
201529108210,2,2,4,2,93,6,1,0,12,16,15,14,0,2,0,12,481,12481,31,2008,1FTPW14V68FB,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,189.1268
201529108263,1,2,4,9,93,6,1,0,12,16,19,14,0,2,0,13,1,13001,4,2009,2LNHM82V99X6,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,61,2,5,12,0,0,0,189.1268
201529108289,2,2,4,12,93,6,1,0,12,11,11,14,0,2,0,18,441,18441,20,2005,5GADV33L25D2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,4,5,12,0,0,0,463.463734
201529240472,1,4,5,1,95,11,1,0,2,0,54,14,0,2,0,35,47,35047,4,2004,1N4AL11D24C1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,4,5,12,0,0,0,60.63
201529240472,2,4,5,1,95,11,1,0,2,0,54,14,0,2,0,37,32,37032,4,2002,1HGCG55622A1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,60.63
201529241350,1,4,4,1,95,11,1,0,4,10,14,14,0,2,0,7,482,7482,31,2006,1D7HA16266J1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,4,5,12,0,0,0,218.268
201529241544,1,4,4,1,95,11,1,2,4,15,54,14,0,2,0,30,399,30399,9,2013,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,4,5,12,0,0,0,218.268
201529242594,1,4,6,1,95,11,1,0,5,21,6,14,0,2,0,49,482,49482,31,2004,5TBET38124S4,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,6,2,12,0,0,0,97.008
201529243606,2,4,4,1,95,11,1,0,9,16,0,14,0,2,0,2,403,2403,14,2007,1J4GA39137L1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,5,4,5,12,0,0,0,218.268
201529243611,3,4,1,1,95,11,2,0,8,15,29,12,8,3,0,12,3,12003,2,2003,1FAFP40473F4,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,82,4,5,12,0,0,0,6.063
201529243829,2,4,4,4,95,11,1,0,9,11,39,14,0,2,0,7,482,7482,40,2012,1C6RD6GP5CS2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,62,4,5,12,0,0,0,221.2995
201529244404,2,4,4,4,95,11,1,1,10,15,30,14,0,2,0,23,422,23422,15,2007,1GKFK16347R2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,221.2995
201529247021,2,4,6,4,95,11,1,0,12,3,33,14,0,2,0,18,20,18020,4,2002,2G4WB55K0211,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,100.0395
201529247733,3,4,1,2,95,11,2,0,12,15,23,12,6,2,0,13,421,13421,15,2004,5LMFU27R54LJ,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,4,5,12,0,0,0,3.0315
201529247797,2,4,6,1,95,11,1,0,12,9,20,43,0,3,0,6,52,6052,9,2005,3C4FY58B95T5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,11,2,5,12,0,0,0,97.008
201529452064,4,3,6,2,50,8,3,1,1,17,6,12,6,2,0,35,472,35472,30,2012,1N6BD0CT4CC4,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,2,5,12,0,0,0,107.873458
201529452192,2,3,4,3,50,8,1,0,1,1,0,14,0,2,0,30,47,30047,3,2001,3VWCB21C61M4,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,4,5,12,0,0,0,235.360272
201529452554,2,3,4,7,50,8,1,0,2,21,19,14,0,2,0,14,6,14006,4,2005,2MEFM74W55X6,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,2,5,12,0,0,0,233.162
201529452557,2,3,3,7,50,8,1,0,2,20,30,14,0,2,0,7,25,7025,5,2007,1B3HB48BX7D1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,14.572625
